Player,Tm,Int,Yds,TD,Lng,Sk,Tkl,Ast,FR,Yds,TD,FF,
Garrison Smith,SEA,0,0,0,0,0.0,1,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Earl Thomas,SEA,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bobby Wagner,SEA,1,9,0,9,0.0,0,6,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
K.J. Wright,SEA,0,0,0,0,0.0,3,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Maurice Alexander,LAR,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mark Barron,LAR,1,7,0,7,0.0,6,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Brockers,LAR,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cody Davis,LAR,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Aaron Donald,LAR,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dominique Easley,LAR,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Hayes,LAR,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Troy Hill,LAR,0,0,0,0,0.0,11,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trumaine Johnson,LAR,0,0,0,0,0.0,8,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lamarcus Joyner,LAR,0,0,0,0,0.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
T.J. McDonald,LAR,0,0,0,0,1.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alec Ogletree,LAR,0,0,0,0,0.0,5,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Quinn,LAR,0,0,0,0,1.0,3,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eugene Sims,LAR,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ethan Westbrooks,LAR,0,0,0,0,0.0,2,1,1,77,1,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kwon Alexander,TAM,1,38,1,38,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Conte,TAM,0,0,0,0,0.0,6,2,1,10,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lavonte David,TAM,0,0,0,0,1.0,7,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gholston,TAM,0,0,0,0,0.0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brent Grimes,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vernon Hargreaves,TAM,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Howard Jones,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DaVonte Lambert,TAM,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Gerald McCoy,TAM,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Clinton McDonald,TAM,0,0,0,0,0.0,3,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley McDougald,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daryl Smith,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Keith Tandy,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alterraun Verner,TAM,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jameis Winston,TAM,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Artie Burns,PIT,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Chickillo,PIT,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ross Cockrell,PIT,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sean Davis,PIT,0,0,0,0,0.0,6,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
L.J. Fort,PIT,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
William Gay,PIT,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robert Golden,PIT,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Javon Hargrave,PIT,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
James Harrison,PIT,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cameron Heyward,PIT,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarvis Jones,PIT,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Mitchell,PIT,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Arthur Moats,PIT,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ben Roethlisberger,PIT,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Shazier,PIT,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lawrence Timmons,PIT,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephon Tuitt,PIT,0,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vince Williams,PIT,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barwin,PHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nigel Bradham,PHI,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ron Brooks,PHI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nolan Carroll,PHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Fletcher Cox,PHI,0,0,0,0,2.0,3,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Graham,PHI,0,0,0,0,1.0,1,0,1,4,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Hicks,PHI,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Malcolm Jenkins,PHI,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mychal Kendricks,PHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bennie Logan,PHI,0,0,0,0,1.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rodney McLeod,PHI,1,0,0,0,0.0,5,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Means,PHI,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Mills,PHI,0,0,0,0,0.0,6,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephen Tulloch,PHI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Carson Wentz,PHI,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jatavis Brown,SDG,0,0,0,0,1.0,5,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Dzubnar,SDG,0,0,0,0,0.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kyle Emanuel,SDG,0,0,0,0,0.0,3,3,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Flowers,SDG,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Casey Hayward,SDG,1,21,0,21,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Melvin Ingram,SDG,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Corey Liuget,SDG,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwight Lowery,SDG,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dexter McCoil,SDG,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Mebane,SDG,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Denzel Perryman,SDG,0,0,0,0,1.0,7,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Phillips,SDG,0,0,0,0,0.0,1,3,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darius Philon,SDG,0,0,0,0,0.0,1,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Caraun Reid,SDG,0,0,0,0,0.0,0,0,1,61,1,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Manti Te'o,SDG,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jason Verrett,SDG,0,0,0,0,0.0,2,1,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tourek Williams,SDG,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Adams,IND,0,0,0,0,0.0,2,1,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trent Cole,IND,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antonio Cromartie,IND,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Vontae Davis,IND,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Clayton Geathers,IND,0,0,0,0,0.0,5,1,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
T.J. Green,IND,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
D'Qwell Jackson,IND,0,0,0,0,0.0,3,4,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Zach Kerr,IND,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Langford,IND,0,0,0,0,0.0,1,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andrew Luck,IND,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Curt Maggitt,IND,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sio Moore,IND,0,0,0,0,0.0,7,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darryl Morris,IND,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antonio Morrison,IND,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
David Parry,IND,0,0,0,0,0.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Erik Walden,IND,0,0,0,0,2.0,3,0,0,0,0,2,http://www.pro-football-reference.com/boxscores/201609250clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antonio Allen,NYJ,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Fitzpatrick,NYJ,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Gilchrist,NYJ,0,0,0,0,0.0,4,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
David Harris,NYJ,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Jenkins,NYJ,0,0,0,0,0.0,1,4,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darron Lee,NYJ,0,0,0,0,0.5,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lorenzo Mauldin,NYJ,0,0,0,0,0.5,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steve McLendon,NYJ,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rontez Miles,NYJ,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Calvin Pryor,NYJ,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darrelle Revis,NYJ,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sheldon Richardson,NYJ,0,0,0,0,0.5,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deon Simon,NYJ,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Buster Skrine,NYJ,0,0,0,0,0.0,2,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Muhammad Wilkerson,NYJ,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Williams,NYJ,0,0,0,0,0.5,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Williams,NYJ,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Allen Bailey,KAN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Berry,KAN,1,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dee Ford,KAN,0,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phillip Gaines,KAN,0,0,0,0,0.0,7,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tamba Hali,KAN,0,0,0,0,0.0,4,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Demetrius Harris,KAN,0,0,0,0,0.0,0,0,1,27,1,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jaye Howard,KAN,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Derrick Johnson,KAN,1,55,1,55,0.0,8,2,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,KAN,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dezman Moses,KAN,0,0,0,0,0.0,0,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Murray,KAN,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Nelson,KAN,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ron Parker,KAN,0,0,0,0,0.0,3,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Peters,KAN,2,0,0,0,0.0,1,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Anthony Sherman,KAN,0,0,0,0,0.0,0,0,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Daniel Sorensen,KAN,1,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
D.J. White,KAN,1,0,0,0,0.0,0,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Frank Zombo,KAN,0,0,0,0,0.0,3,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Acho,CHI,0,0,0,0,0.0,3,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adrian Amos,CHI,0,0,0,0,0.0,3,0,1,21,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Anderson,CHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jonathan Bullard,CHI,0,0,0,0,0.0,2,0,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Leonard Floyd,CHI,0,0,0,0,0.0,4,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jerrell Freeman,CHI,0,0,0,0,0.0,7,5,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jacoby Glenn,CHI,0,0,0,0,0.0,5,2,0,0,0,1,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Akiem Hicks,CHI,0,0,0,0,0.0,1,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Howard,CHI,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brian Hoyer,CHI,0,0,0,0,0.0,0,0,1,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Christian Jones,CHI,0,0,0,0,0.0,2,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Harold Jones-Quartey,CHI,0,0,0,0,0.0,5,1,0,0,0,0,http://www.pro-football-reference.com/boxscores/201609250dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
