Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng,
Brad Nortman,JAX,,,,,4,167,41.8,47,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cairo Santos,KAN,1,1,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Colquitt,KAN,,,,,7,353,50.4,59,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,2,2,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,9,431,47.9,61,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Tucker,BAL,1,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Koch,BAL,,,,,9,380,42.2,48,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Prater,DET,1,1,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Martin,DET,,,,,5,262,52.4,55,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Blair Walsh,MIN,1,2,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Locke,MIN,,,,,4,146,36.5,44,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,5,5,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,2,75,37.5,50,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cody Parkey,CLE,1,1,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Britton Colquitt,CLE,,,,,5,220,44.0,59,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wil Lutz,NOR,5,5,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Morstead,NOR,,,,,4,210,52.5,59,http://www.pro-football-reference.com/boxscores/201611060sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phil Dawson,SFO,2,2,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley Pinion,SFO,,,,,2,85,42.5,51,http://www.pro-football-reference.com/boxscores/201611060sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Graham Gano,CAR,1,1,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andy Lee,CAR,,,,,6,282,47.0,58,http://www.pro-football-reference.com/boxscores/201611060ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Zuerlein,LAR,1,1,1,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnny Hekker,LAR,,,,,5,243,48.6,75,http://www.pro-football-reference.com/boxscores/201611060ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Succop,TEN,5,5,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brett Kern,TEN,,,,,4,182,45.5,55,http://www.pro-football-reference.com/boxscores/201611060sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Lambo,SDG,4,5,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Drew Kaser,SDG,,,,,3,140,46.7,58,http://www.pro-football-reference.com/boxscores/201611060sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Vinatieri,IND,4,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat McAfee,IND,,,,,4,222,55.5,67,http://www.pro-football-reference.com/boxscores/201611060gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Crosby,GNB,2,2,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jake Schum,GNB,,,,,4,193,48.3,65,http://www.pro-football-reference.com/boxscores/201611060gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon McManus,DEN,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Riley Dixon,DEN,,,,,6,267,44.5,59,http://www.pro-football-reference.com/boxscores/201611060rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sebastian Janikowski,OAK,3,3,3,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611060rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marquette King,OAK,,,,,4,169,42.3,51,http://www.pro-football-reference.com/boxscores/201611060rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Carpenter,BUF,2,2,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611070sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Colton Schmidt,BUF,,,,,3,98,32.7,36,http://www.pro-football-reference.com/boxscores/201611070sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Hauschka,SEA,4,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611070sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jon Ryan,SEA,,,,,3,142,47.3,62,http://www.pro-football-reference.com/boxscores/201611070sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cody Parkey,CLE,1,1,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611100rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Britton Colquitt,CLE,,,,,7,300,42.9,54,http://www.pro-football-reference.com/boxscores/201611100rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Tucker,BAL,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611100rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Koch,BAL,,,,,4,184,46.0,50,http://www.pro-football-reference.com/boxscores/201611100rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Novak,HOU,3,3,1,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shane Lechler,HOU,,,,,3,138,46.0,51,http://www.pro-football-reference.com/boxscores/201611130jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jason Myers,JAX,1,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Nortman,JAX,,,,,3,115,38.3,48,http://www.pro-football-reference.com/boxscores/201611130jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Blair Walsh,MIN,2,3,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Locke,MIN,,,,,5,217,43.4,49,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Hopkins,WAS,2,2,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tress Way,WAS,,,,,2,92,46.0,51,http://www.pro-football-reference.com/boxscores/201611130was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barth,CHI,1,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat O'Donnell,CHI,,,,,5,218,43.6,53,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Roberto Aguayo,TAM,4,4,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Anger,TAM,,,,,5,214,42.8,54,http://www.pro-football-reference.com/boxscores/201611130tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Crosby,GNB,1,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jake Schum,GNB,,,,,4,202,50.5,57,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Succop,TEN,5,5,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brett Kern,TEN,,,,,4,166,41.5,46,http://www.pro-football-reference.com/boxscores/201611130oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Colquitt,KAN,,,,,5,245,49.0,64,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cairo Santos,KAN,,,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Graham Gano,CAR,2,2,1,1,4,180,45.0,54,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andy Lee,CAR,,,,,1,43,43.0,43,http://www.pro-football-reference.com/boxscores/201611130car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Bryant,ATL,,1,3,4,2,67,33.5,36,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matthew Bosher,ATL,,,,,2,95,47.5,50,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Caleb Sturgis,PHI,1,1,3,5,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donnie Jones,PHI,,,,,2,86,43.0,43,http://www.pro-football-reference.com/boxscores/201611130phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon McManus,DEN,2,2,3,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Riley Dixon,DEN,,,,,3,124,41.3,45,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wil Lutz,NOR,2,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Morstead,NOR,,,,,4,163,40.8,50,http://www.pro-football-reference.com/boxscores/201611130nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnny Hekker,LAR,,,,,7,362,51.7,78,http://www.pro-football-reference.com/boxscores/201611130nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Zuerlein,LAR,,,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Folk,NYJ,,1,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lac Edwards,NYJ,,,,,8,342,42.8,59,http://www.pro-football-reference.com/boxscores/201611130nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andrew Franks,MIA,4,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Darr,MIA,,,,,5,258,51.6,59,http://www.pro-football-reference.com/boxscores/201611130sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Lambo,SDG,3,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Drew Kaser,SDG,,,,,4,199,49.8,55,http://www.pro-football-reference.com/boxscores/201611130sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,2,2,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,3,145,48.3,49,http://www.pro-football-reference.com/boxscores/201611130pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,4,174,43.5,57,http://www.pro-football-reference.com/boxscores/201611130pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,,,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phil Dawson,SFO,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley Pinion,SFO,,,,,7,305,43.6,52,http://www.pro-football-reference.com/boxscores/201611130crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chandler Catanzaro,ARI,2,2,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Quigley,ARI,,,,,4,177,44.3,50,http://www.pro-football-reference.com/boxscores/201611130crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Hauschka,SEA,1,2,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jon Ryan,SEA,,,,,2,105,52.5,54,http://www.pro-football-reference.com/boxscores/201611130nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephen Gostkowski,NWE,3,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611130nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Allen,NWE,,,,,2,92,46.0,56,http://www.pro-football-reference.com/boxscores/201611130nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Nugent,CIN,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Huber,CIN,,,,,7,336,48.0,53,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robbie Gould,NYG,3,3,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Wing,NYG,,,,,6,276,46.0,55,http://www.pro-football-reference.com/boxscores/201611140nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wil Lutz,NOR,2,2,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Morstead,NOR,,,,,3,141,47.0,50,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Graham Gano,CAR,2,2,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Palardy,CAR,,,,,6,280,46.7,56,http://www.pro-football-reference.com/boxscores/201611170car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barth,CHI,1,2,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat O'Donnell,CHI,,,,,6,289,48.2,67,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robbie Gould,NYG,1,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Wing,NYG,,,,,6,267,44.5,55,http://www.pro-football-reference.com/boxscores/201611200nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Carpenter,BUF,1,1,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Colton Schmidt,BUF,,,,,5,192,38.4,50,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Nugent,CIN,,2,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Huber,CIN,,,,,6,267,44.5,54,http://www.pro-football-reference.com/boxscores/201611200cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Tucker,BAL,2,2,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Koch,BAL,,,,,5,237,47.4,59,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,3,3,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,4,184,46.0,61,http://www.pro-football-reference.com/boxscores/201611200dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jason Myers,JAX,1,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Nortman,JAX,,,,,6,245,40.8,54,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Prater,DET,2,3,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Martin,DET,,,,,6,291,48.5,61,http://www.pro-football-reference.com/boxscores/201611200det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Roberto Aguayo,TAM,1,1,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Anger,TAM,,,,,2,80,40.0,44,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cairo Santos,KAN,2,2,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Colquitt,KAN,,,,,3,130,43.3,58,http://www.pro-football-reference.com/boxscores/201611200kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Succop,TEN,2,2,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brett Kern,TEN,,,,,5,219,43.8,57,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Vinatieri,IND,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat McAfee,IND,,,,,3,132,44.0,49,http://www.pro-football-reference.com/boxscores/201611200clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chandler Catanzaro,ARI,3,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Drew Butler,ARI,,,,,5,224,44.8,51,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kai Forbath,MIN,3,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Locke,MIN,,,,,4,225,56.3,72,http://www.pro-football-reference.com/boxscores/201611200min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,1,1,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,3,150,50.0,57,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cody Parkey,CLE,,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Britton Colquitt,CLE,,,,,3,139,46.3,48,http://www.pro-football-reference.com/boxscores/201611200cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andrew Franks,MIA,2,2,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Darr,MIA,,,,,10,453,45.3,54,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Zuerlein,LAR,1,1,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnny Hekker,LAR,,,,,8,364,45.5,61,http://www.pro-football-reference.com/boxscores/201611200ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Caleb Sturgis,PHI,1,1,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donnie Jones,PHI,,,,,7,344,49.1,60,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Hauschka,SEA,2,3,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jon Ryan,SEA,,,,,6,279,46.5,58,http://www.pro-football-reference.com/boxscores/201611200sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephen Gostkowski,NWE,3,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Allen,NWE,,,,,5,216,43.2,50,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phil Dawson,SFO,2,2,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley Pinion,SFO,,,,,8,333,41.6,49,http://www.pro-football-reference.com/boxscores/201611200sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Crosby,GNB,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jake Schum,GNB,,,,,3,138,46.0,58,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Hopkins,WAS,3,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tress Way,WAS,,,,,3,114,38.0,46,http://www.pro-football-reference.com/boxscores/201611200was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Novak,HOU,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shane Lechler,HOU,,,,,3,156,52.0,60,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sebastian Janikowski,OAK,3,3,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marquette King,OAK,,,,,3,159,53.0,59,http://www.pro-football-reference.com/boxscores/201611210rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kai Forbath,MIN,1,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Locke,MIN,,,,,4,195,48.8,57,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Prater,DET,1,1,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Martin,DET,,,,,4,168,42.0,51,http://www.pro-football-reference.com/boxscores/201611240det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Hopkins,WAS,2,2,2,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tress Way,WAS,,,,,1,39,39.0,39,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,4,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,2,88,44.0,53,http://www.pro-football-reference.com/boxscores/201611240dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,4,4,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,4,177,44.3,54,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Vinatieri,IND,1,1,,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat McAfee,IND,,,,,2,92,46.0,50,http://www.pro-football-reference.com/boxscores/201611240clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mike Nugent,CIN,,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201611270rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Huber,CIN,,,,,6,283,47.2,63,http://www.pro-football-reference.com/boxscores/201611270rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
