Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,
Marqise Lee,JAX,1,26,26.0,0,26,1,3,3.0,0,3,http://www.pro-football-reference.com/boxscores/201610160chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eddie Royal,CHI,0,0,,0,0,3,14,4.7,0,9,http://www.pro-football-reference.com/boxscores/201610160chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darren Sproles,PHI,0,0,,0,0,3,31,10.3,0,14,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Huff,PHI,1,25,25.0,0,25,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wendell Smallwood,PHI,1,86,86.0,1,86,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jamison Crowder,WAS,0,0,,0,0,3,13,4.3,0,8,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Thompson,WAS,2,34,17.0,0,22,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Blackmon,WAS,1,18,18.0,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ted Ginn,CAR,3,66,22.0,0,35,4,32,8.0,0,13,http://www.pro-football-reference.com/boxscores/201610160nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tommylee Lewis,NOR,0,0,,0,0,2,63,31.5,0,59,http://www.pro-football-reference.com/boxscores/201610160nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Travaris Cadet,NOR,1,13,13.0,0,13,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tim Hightower,NOR,1,16,16.0,0,16,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,1,30,30.0,0,30,1,50,50.0,0,50,http://www.pro-football-reference.com/boxscores/201610160rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TJ Carrie,OAK,0,0,,0,0,2,13,6.5,0,9,http://www.pro-football-reference.com/boxscores/201610160rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Richard,OAK,4,108,27.0,0,50,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lucky Whitehead,DAL,1,21,21.0,0,21,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevor Davis,GNB,0,0,,0,0,1,25,25.0,0,25,http://www.pro-football-reference.com/boxscores/201610160gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ty Montgomery,GNB,2,64,32.0,0,40,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Weems,ATL,2,46,23.0,0,28,1,11,11.0,0,11,http://www.pro-football-reference.com/boxscores/201610160sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Lockett,SEA,4,85,21.3,0,24,3,21,7.0,0,15,http://www.pro-football-reference.com/boxscores/201610160sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
C.J. Spiller,SEA,1,24,24.0,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Quan Bray,IND,2,50,25.0,0,29,1,7,7.0,0,7,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chester Rogers,IND,0,0,,0,0,1,6,6.0,0,6,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
T.Y. Hilton,IND,1,5,5.0,0,5,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Ferguson,IND,1,23,23.0,0,23,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Austin Blythe,IND,1,10,10.0,0,10,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Todman,IND,1,21,21.0,0,21,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Ervin,HOU,0,0,,0,0,2,23,11.5,0,17,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Braxton Miller,HOU,1,17,17.0,0,17,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610160htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
John Brown,ARI,0,0,,0,0,2,3,1.5,0,6,http://www.pro-football-reference.com/boxscores/201610170crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick Peterson,ARI,0,0,,0,0,1,1,1.0,0,1,http://www.pro-football-reference.com/boxscores/201610170crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deonte Thompson,CHI,2,28,14.0,0,16,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610200gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevor Davis,GNB,0,0,,0,0,1,6,6.0,0,6,http://www.pro-football-reference.com/boxscores/201610200gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Janis,GNB,1,17,17.0,0,17,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610200gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Knile Davis,GNB,1,18,18.0,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610200gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwayne Harris,NYG,0,0,,0,0,3,13,4.3,0,7,http://www.pro-football-reference.com/boxscores/201610230ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Odell Beckham,NYG,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610230ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tavon Austin,LAR,0,0,,0,0,3,0,0.0,0,19,http://www.pro-football-reference.com/boxscores/201610230ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Benny Cunningham,LAR,3,62,20.7,0,25,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Richard,OAK,0,0,,0,0,5,41,8.2,0,16,http://www.pro-football-reference.com/boxscores/201610230jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Rashad Greene,JAX,0,0,,0,0,5,20,4.0,0,8,http://www.pro-football-reference.com/boxscores/201610230jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marqise Lee,JAX,4,93,23.3,0,34,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Sherels,MIN,0,0,,0,0,2,9,4.5,0,9,http://www.pro-football-reference.com/boxscores/201610230phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Huff,PHI,1,98,98.0,1,98,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chester Rogers,IND,0,0,,0,0,2,18,9.0,0,11,http://www.pro-football-reference.com/boxscores/201610230oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Todman,IND,1,31,31.0,0,31,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marc Mariani,TEN,1,19,19.0,0,19,1,7,7.0,0,7,http://www.pro-football-reference.com/boxscores/201610230oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Tate,BUF,2,41,20.5,0,25,1,30,30.0,0,30,http://www.pro-football-reference.com/boxscores/201610230mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Reggie Bush,BUF,1,22,22.0,0,22,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jakeem Grant,MIA,3,59,19.7,0,23,3,11,3.7,0,8,http://www.pro-football-reference.com/boxscores/201610230mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarvis Landry,MIA,0,0,,0,0,2,17,8.5,0,9,http://www.pro-football-reference.com/boxscores/201610230mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Johnson,CLE,0,0,,0,0,1,3,3.0,0,3,http://www.pro-football-reference.com/boxscores/201610230cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tracy Howard,CLE,1,18,18.0,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alex Erickson,CIN,0,0,,0,0,2,3,1.5,0,3,http://www.pro-football-reference.com/boxscores/201610230cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Jones,CIN,1,23,23.0,0,23,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Blackmon,WAS,0,0,,0,0,1,16,16.0,0,16,http://www.pro-football-reference.com/boxscores/201610230det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tommylee Lewis,NOR,1,26,26.0,0,26,2,10,5.0,0,11,http://www.pro-football-reference.com/boxscores/201610230kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610230kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Demetrius Harris,KAN,1,19,19.0,0,19,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Devin Hester,BAL,0,0,,0,0,3,9,3.0,0,9,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalin Marshall,NYJ,2,43,21.5,0,23,3,18,6.0,0,16,http://www.pro-football-reference.com/boxscores/201610230nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Humphries,TAM,1,17,17.0,0,17,2,15,7.5,0,15,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Smith,TAM,2,20,10.0,0,14,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Aaron Burbridge,SFO,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DuJuan Harris,SFO,1,18,18.0,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Griff Whalen,SDG,2,19,9.5,0,19,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Weems,ATL,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick DiMarco,ATL,1,14,14.0,0,14,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Julian Edelman,NWE,0,0,,0,0,2,22,11.0,0,12,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Danny Amendola,NWE,1,6,6.0,0,6,1,6,6.0,0,6,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Fitzgerald Toussaint,PIT,2,49,24.5,0,27,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Gilbert,PIT,1,32,32.0,0,32,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610230pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Lockett,SEA,2,51,25.5,0,36,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brittan Golden,ARI,0,0,,0,0,5,20,4.0,0,8,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick Peterson,ARI,0,0,,0,0,1,13,13.0,0,13,http://www.pro-football-reference.com/boxscores/201610230crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Ervin,HOU,1,14,14.0,0,14,2,11,5.5,0,10,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Fuller,HOU,1,19,19.0,0,19,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Braxton Miller,HOU,1,9,9.0,0,9,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Norwood,DEN,1,19,19.0,0,19,3,33,11.0,0,16,http://www.pro-football-reference.com/boxscores/201610240den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marqise Lee,JAX,2,45,22.5,0,25,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610270oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Walters,JAX,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610270oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marc Mariani,TEN,0,0,,0,0,1,9,9.0,0,9,http://www.pro-football-reference.com/boxscores/201610270oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Wright,TEN,1,4,4.0,0,4,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610270oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jamison Crowder,WAS,0,0,,0,0,2,23,11.5,0,23,http://www.pro-football-reference.com/boxscores/201610300cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Thompson,WAS,3,53,17.7,0,19,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Maurice Harris,WAS,1,17,17.0,0,17,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Jones,CIN,0,0,,0,0,2,2,1.0,0,2,http://www.pro-football-reference.com/boxscores/201610300cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Alex Erickson,CIN,1,65,65.0,0,65,1,7,7.0,0,7,http://www.pro-football-reference.com/boxscores/201610300cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Patrick Peterson,ARI,0,0,,0,0,1,2,2.0,0,2,http://www.pro-football-reference.com/boxscores/201610300car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brittan Golden,ARI,0,0,,0,0,1,4,4.0,0,4,http://www.pro-football-reference.com/boxscores/201610300car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andre Ellington,ARI,1,16,16.0,0,16,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ted Ginn,CAR,1,0,0.0,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610300car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Joe Webb,CAR,1,37,37.0,0,37,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Richard,OAK,1,25,25.0,0,25,4,33,8.3,0,20,http://www.pro-football-reference.com/boxscores/201610300tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Humphries,TAM,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610300tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Smith,TAM,2,36,18.0,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalin Marshall,NYJ,1,18,18.0,0,18,2,15,7.5,0,15,http://www.pro-football-reference.com/boxscores/201610300cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Marshall,NYJ,1,24,24.0,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Johnson,CLE,0,0,,0,0,2,28,14.0,0,15,http://www.pro-football-reference.com/boxscores/201610300cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricardo Louis,CLE,1,24,24.0,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
George Atkinson,CLE,1,15,15.0,0,15,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Julian Edelman,NWE,0,0,,0,0,2,19,9.5,0,10,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Danny Amendola,NWE,2,97,48.5,0,73,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Devin McCourty,NWE,1,0,0.0,0,0,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Slater,NWE,1,15,15.0,0,15,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Tate,BUF,0,0,,0,0,1,2,2.0,0,2,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Reggie Bush,BUF,3,68,22.7,0,35,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,1,21,21.0,0,21,3,57,19.0,0,28,http://www.pro-football-reference.com/boxscores/201610300clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
T.Y. Hilton,IND,0,0,,0,0,1,5,5.0,0,5,http://www.pro-football-reference.com/boxscores/201610300clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Ferguson,IND,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201610300clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Lockett,SEA,4,115,28.8,0,37,2,14,7.0,0,11,http://www.pro-football-reference.com/boxscores/201610300nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Travaris Cadet,NOR,1,0,0.0,0,0,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tommylee Lewis,NOR,1,23,23.0,0,23,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andre Roberts,DET,5,134,26.8,0,42,3,5,1.7,0,8,http://www.pro-football-reference.com/boxscores/201610300htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Ervin,HOU,0,0,,0,0,4,32,8.0,0,15,http://www.pro-football-reference.com/boxscores/201610300htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Fuller,HOU,0,0,,0,0,1,3,3.0,0,3,http://www.pro-football-reference.com/boxscores/201610300htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jay Prosch,HOU,1,10,10.0,0,10,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dexter McCluster,SDG,1,17,17.0,0,17,3,14,4.7,0,6,http://www.pro-football-reference.com/boxscores/201610300den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Griff Whalen,SDG,1,25,25.0,0,25,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Norwood,DEN,0,0,,0,0,2,15,7.5,0,10,http://www.pro-football-reference.com/boxscores/201610300den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Trevor Davis,GNB,0,0,,0,0,2,60,30.0,0,55,http://www.pro-football-reference.com/boxscores/201610300atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Weems,ATL,1,21,21.0,0,21,2,28,14.0,0,18,http://www.pro-football-reference.com/boxscores/201610300atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darren Sproles,PHI,0,0,,0,0,2,9,4.5,0,9,http://www.pro-football-reference.com/boxscores/201610300dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Huff,PHI,2,62,31.0,0,53,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610300dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lucky Whitehead,DAL,1,13,13.0,0,13,2,19,9.5,0,12,http://www.pro-football-reference.com/boxscores/201610300dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stefon Diggs,MIN,0,0,,0,0,2,11,5.5,0,7,http://www.pro-football-reference.com/boxscores/201610310chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Thielen,MIN,0,0,,0,0,1,4,4.0,0,4,http://www.pro-football-reference.com/boxscores/201610310chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cordarrelle Patterson,MIN,2,36,18.0,0,21,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610310chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cre'von LeBlanc,CHI,0,0,,0,0,3,26,8.7,0,13,http://www.pro-football-reference.com/boxscores/201610310chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deonte Thompson,CHI,1,7,7.0,0,7,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201610310chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eric Weems,ATL,2,54,27.0,0,29,2,1,0.5,0,1,http://www.pro-football-reference.com/boxscores/201611030tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalin Marshall,NYJ,0,0,,0,0,2,10,5.0,0,10,http://www.pro-football-reference.com/boxscores/201611060mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
C.J. Spiller,NYJ,2,37,18.5,0,23,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jakeem Grant,MIA,1,34,34.0,0,34,1,3,3.0,0,3,http://www.pro-football-reference.com/boxscores/201611060mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarvis Landry,MIA,0,0,,0,0,1,9,9.0,0,9,http://www.pro-football-reference.com/boxscores/201611060mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kenyan Drake,MIA,2,123,61.5,1,96,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Darren Sproles,PHI,0,0,,0,0,2,76,38.0,0,66,http://www.pro-football-reference.com/boxscores/201611060nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wendell Smallwood,PHI,2,50,25.0,0,26,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dwayne Harris,NYG,2,30,15.0,0,16,1,10,10.0,0,10,http://www.pro-football-reference.com/boxscores/201611060nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Walters,JAX,0,0,,0,0,4,34,8.5,0,12,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marqise Lee,JAX,3,87,29.0,0,45,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,1,26,26.0,0,26,2,46,23.0,0,36,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
De'Anthony Thomas,KAN,1,7,7.0,0,7,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Antonio Brown,PIT,0,0,,0,0,3,5,1.7,0,7,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Devin Hester,BAL,1,28,28.0,0,28,3,15,5.0,0,14,http://www.pro-football-reference.com/boxscores/201611060rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andre Roberts,DET,3,50,16.7,0,26,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stefon Diggs,MIN,0,0,,0,0,3,29,9.7,0,19,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marcus Sherels,MIN,0,0,,0,0,1,2,2.0,0,2,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cordarrelle Patterson,MIN,3,87,29.0,0,32,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611060min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lucky Whitehead,DAL,0,0,,0,0,3,18,6.0,0,15,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Johnson,CLE,0,0,,0,0,1,2,2.0,0,2,http://www.pro-football-reference.com/boxscores/201611060cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
